date,S&P500,nasdaq,euro50,japan,germany,kospi,gold,CSCI300,indonesia,global bond
2021-01-04,3700.65,12698.45,3564.39,27258.38,13726.74,2944.45,953.38,5267.72,6104.898,642.98
2021-01-05,3726.86,12818.96,3547.85,27158.63,13651.22,2990.57,949.69,5368.51,6137.343,646.96
2021-01-06,3748.14,12740.79,3611.08,27055.94,13891.97,2968.21,945.06,5417.67,6065.682,649.85
2021-01-07,3803.79,13067.48,3622.42,27490.13,13968.24,3031.68,942.16,5513.66,6153.633,657.53
2021-01-08,3824.68,13201.98,3645.05,28139.03,14049.53,3152.18,941.29,5495.43,6257.835,663.59
2021-01-09,3824.68,13201.98,3645.05,28139.03,14049.53,3152.18,941.29,5495.43,6257.835,663.59
2021-01-10,3824.68,13201.98,3645.05,28139.03,14049.53,3152.18,941.29,5495.43,6257.835,663.59
2021-01-11,3799.61,13036.43,3620.62,28139.03,13936.66,3148.45,937.78,5441.16,6382.937,658.48
2021-01-12,3801.19,13072.43,3612.13,28164.34,13925.06,3125.95,931.87,5596.35,6395.669,659.65
2021-01-13,3809.84,13128.95,3616.51,28456.59,13939.71,3148.29,934.46,5577.97,6435.205,661.49
2021-01-14,3795.54,13112.64,3641.37,28698.26,13988.7,3149.93,934.52,5470.46,6428.315,661.56
2021-01-15,3768.25,12998.5,3599.55,28519.18,13787.73,3085.9,933.45,5458.08,6373.412,655.86
2021-01-16,3768.25,12998.5,3599.55,28519.18,13787.73,3085.9,933.45,5458.08,6373.412,655.86
2021-01-17,3768.25,12998.5,3599.55,28519.18,13787.73,3085.9,933.45,5458.08,6373.412,655.86
2021-01-18,3768.25,12998.5,3602.67,28242.21,13848.35,3013.93,933.45,5518.52,6389.834,655.65
2021-01-19,3798.91,13197.18,3595.42,28633.46,13815.06,3092.66,935,5437.52,6321.856,661.09
2021-01-20,3851.85,13457.25,3624.04,28523.26,13921.37,3114.55,936.22,5476.43,6429.758,668.44
2021-01-21,3853.07,13530.92,3618.35,28756.86,13906.67,3160.84,935.9,5564.97,6413.892,669.62
2021-01-22,3841.47,13543.06,3602.41,28631.45,13873.97,3140.63,935.53,5569.78,6307.127,666.69
2021-01-23,3841.47,13543.06,3602.41,28631.45,13873.97,3140.63,935.53,5569.78,6307.127,666.69
2021-01-24,3841.47,13543.06,3602.41,28631.45,13873.97,3140.63,935.53,5569.78,6307.127,666.69
2021-01-25,3855.36,13635.99,3553.14,28822.29,13643.95,3208.99,936.72,5625.92,6258.572,668.08
2021-01-26,3849.62,13626.06,3592.83,28546.18,13870.99,3140.31,937.74,5512.97,6140.171,666.09
2021-01-27,3750.77,13270.6,3536.38,28635.21,13620.46,3122.56,936.29,5528,6109.168,652.5
2021-01-28,3787.38,13337.16,3557.04,28197.42,13665.93,3069.05,936.45,5377.14,5979.387,654.5
2021-01-29,3714.24,13070.69,3481.44,27663.39,13432.87,2976.21,936.81,5351.96,5862.352,642.91
2021-01-30,3714.24,13070.69,3481.44,27663.39,13432.87,2976.21,936.81,5351.96,5862.352,642.91
2021-01-31,3714.24,13070.69,3481.44,27663.39,13432.87,2976.21,936.81,5351.96,5862.352,642.91
2021-02-01,3773.86,13403.39,3530.85,28091.05,13622.02,3056.53,937.95,5417.65,6067.545,652.54
2021-02-02,3826.31,13612.78,3590.46,28362.17,13835.16,3096.81,938.43,5501.09,6043.841,660.97
2021-02-03,3830.17,13610.54,3609.75,28646.5,13933.63,3129.68,936.08,5485.2,6077.745,662.97
2021-02-04,3871.74,13777.74,3642.12,28341.95,14060.29,3087.55,936.56,5473.95,6107.216,666.76
2021-02-05,3886.83,13856.3,3655.77,28779.19,14056.72,3120.63,939.18,5483.41,6151.729,670.56
2021-02-06,3886.83,13856.3,3655.77,28779.19,14056.72,3120.63,939.18,5483.41,6151.729,670.56
2021-02-07,3886.83,13856.3,3655.77,28779.19,14056.72,3120.63,939.18,5483.41,6151.729,670.56
2021-02-08,3915.59,13987.64,3665.51,29388.5,14059.91,3091.24,938.66,5564.56,6208.866,675.53
2021-02-09,3911.23,14007.7,3661.13,29505.93,14011.8,3084.67,938.39,5686.25,6181.672,676.7
2021-02-10,3909.88,13972.53,3648.37,29562.93,13932.97,3100.58,939.04,5807.72,6201.828,678.06
2021-02-11,3916.38,14025.77,3671.68,29562.93,14040.91,3100.58,940.15,5807.72,6222.521,679.74
2021-02-12,3934.83,14095.47,3695.61,29520.07,14049.89,3100.58,938.79,5807.72,6222.521,682.24
2021-02-13,3934.83,14095.47,3695.61,29520.07,14049.89,3100.58,938.79,5807.72,6222.521,682.24
2021-02-14,3934.83,14095.47,3695.61,29520.07,14049.89,3100.58,938.79,5807.72,6222.521,682.24
2021-02-15,3934.83,14095.47,3734.2,30084.15,14109.48,3147,938.79,5807.72,6270.324,685.08
2021-02-16,3932.59,14047.5,3726.4,30467.75,14064.6,3163.25,929.18,5807.72,6292.396,685.06
2021-02-17,3931.33,13965.5,3699.85,30292.19,13909.27,3133.73,928.02,5807.72,6227.728,682.7
2021-02-18,3913.97,13865.36,3681.04,30236.09,13886.93,3086.66,928.58,5768.38,6200.308,678.67
2021-02-19,3906.71,13874.47,3713.46,30017.92,13993.23,3107.62,925.36,5778.84,6231.932,679.74
2021-02-20,3906.71,13874.47,3713.46,30017.92,13993.23,3107.62,925.36,5778.84,6231.932,679.74
2021-02-21,3906.71,13874.47,3713.46,30017.92,13993.23,3107.62,925.36,5778.84,6231.932,679.74
2021-02-22,3876.5,13533.05,3699.85,30156.03,13950.04,3079.75,916.9,5597.33,6255.312,673.77
2021-02-23,3881.37,13465.2,3689.1,30156.03,13864.81,3070.09,914.46,5579.67,6272.807,674.03
2021-02-24,3925.43,13597.97,3705.99,29671.7,13976,2994.98,915.01,5437.57,6251.054,675.37
2021-02-25,3829.34,13119.43,3685.28,30168.27,13879.33,3099.69,906.55,5469.56,6289.646,667.05
2021-02-26,3811.15,13192.35,3636.44,28966.01,13786.29,3012.95,902.29,5336.76,6241.796,657.15
2021-02-27,3811.15,13192.35,3636.44,28966.01,13786.29,3012.95,902.29,5336.76,6241.796,657.15
2021-02-28,3811.15,13192.35,3636.44,28966.01,13786.29,3012.95,902.29,5336.76,6241.796,657.15
2021-03-01,3901.82,13588.83,3706.62,29663.5,14012.82,3012.95,907.93,5418.78,6338.513,670.52
2021-03-02,3870.29,13358.79,3707.72,29408.17,14039.8,3043.87,907.01,5349.63,6359.205,667.11
2021-03-03,3819.72,12997.75,3712.78,29559.1,14080.03,3082.99,903.95,5452.21,6376.757,662.8
2021-03-04,3768.47,12723.47,3704.85,28930.11,14056.34,3043.49,899.92,5280.71,6290.799,653.36
2021-03-05,3841.94,12920.15,3669.54,28864.32,13920.69,3026.26,890.45,5262.8,6258.749,657.49
2021-03-06,3841.94,12920.15,3669.54,28864.32,13920.69,3026.26,890.45,5262.8,6258.749,657.49
2021-03-07,3841.94,12920.15,3669.54,28864.32,13920.69,3026.26,890.45,5262.8,6258.749,657.49
2021-03-08,3821.35,12609.16,3763.24,28743.25,14380.91,2996.11,879.96,5080.02,6248.465,654.18
2021-03-09,3875.44,13073.82,3786.05,29027.94,14437.94,2976.12,882.39,4971,6199.647,662.99
2021-03-10,3898.81,13068.83,3819.92,29036.56,14540.25,2958.12,887.06,5003.61,6264.679,666.28
2021-03-11,3939.34,13398.67,3845.64,29211.64,14569.39,3013.7,895.19,5128.22,6264.679,674.86
2021-03-12,3943.34,13319.86,3833.36,29717.83,14502.39,3054.39,890.7,5146.38,6358.209,674.47
2021-03-13,3943.34,13319.86,3833.36,29717.83,14502.39,3054.39,890.7,5146.38,6358.209,674.47
2021-03-14,3943.34,13319.86,3833.36,29717.83,14502.39,3054.39,890.7,5146.38,6358.209,674.47
2021-03-15,3968.94,13459.71,3829.84,29766.97,14461.42,3045.71,892.88,5035.54,6324.259,676.99
2021-03-16,3962.71,13471.57,3850.96,29921.09,14557.58,3067.17,898.01,5079.36,6309.699,677.96
2021-03-17,3974.12,13525.2,3849.74,29914.33,14596.61,3047.5,896.03,5100.86,6277.228,678.19
2021-03-18,3915.46,13116.17,3867.54,30216.75,14775.52,3066.01,894.21,5141.77,6347.829,673.38
2021-03-19,3913.1,13215.24,3837.02,29792.05,14621,3039.53,895.51,5007.09,6356.16,671.41
2021-03-20,3913.1,13215.24,3837.02,29792.05,14621,3039.53,895.51,5007.09,6356.16,671.41
2021-03-21,3913.1,13215.24,3837.02,29792.05,14621,3039.53,895.51,5007.09,6356.16,671.41
2021-03-22,3940.59,13377.54,3833.84,29174.15,14657.21,3035.46,889.57,5057.15,6301.131,674.18
2021-03-23,3910.52,13227.7,3827.02,28995.92,14662.02,3004.74,890.04,5009.25,6252.712,668.84
2021-03-24,3889.14,12961.89,3832.55,28405.52,14610.39,2996.35,889.91,4928.69,6156.14,662.83
2021-03-25,3909.52,12977.68,3832.57,28729.88,14621.36,3008.33,889.12,4926.35,6122.876,663.79
2021-03-26,3974.54,13138.72,3866.68,29176.7,14748.94,3041.01,887.29,5037.99,6195.562,673.35
2021-03-27,3974.54,13138.72,3866.68,29176.7,14748.94,3041.01,887.29,5037.99,6195.562,673.35
2021-03-28,3974.54,13138.72,3866.68,29176.7,14748.94,3041.01,887.29,5037.99,6195.562,673.35
2021-03-29,3971.09,13059.65,3882.87,29384.52,14817.72,3036.04,885.52,5046.88,6166.818,672.83
2021-03-30,3958.55,13045.39,3926.2,29432.7,15008.61,3070,881.13,5094.73,6071.442,672.12
2021-03-31,3972.89,13246.87,3919.21,29178.8,15008.34,3061.42,885.29,5048.36,5985.522,673.29
2021-04-01,4019.87,13480.11,3945.96,29388.87,15107.17,3087.4,889.68,5110.78,6011.456,680.47
2021-04-02,4019.87,13480.11,3945.96,29854,15107.17,3112.8,889.68,5161.56,6011.456,681.03
2021-04-03,4019.87,13480.11,3945.96,29854,15107.17,3112.8,889.68,5161.56,6011.456,681.03
2021-04-04,4019.87,13480.11,3945.96,29854,15107.17,3112.8,889.68,5161.56,6011.456,681.03
2021-04-05,4077.91,13705.59,3945.96,30089.25,15107.17,3120.83,889.69,5161.56,5970.286,687.54
2021-04-06,4073.94,13698.38,3970.42,29696.63,15212.68,3127.08,892.16,5140.34,6002.77,688.76
2021-04-07,4079.95,13688.84,3956.77,29730.79,15176.36,3137.41,891.81,5103.74,6036.616,689.24
2021-04-08,4097.17,13829.31,3977.83,29708.98,15202.68,3143.26,893.02,5112.21,6071.724,692.56
2021-04-09,4128.8,13900.19,3978.84,29768.06,15234.16,3131.88,892.45,5035.34,6070.209,694.71
2021-04-10,4128.8,13900.19,3978.84,29768.06,15234.16,3131.88,892.45,5035.34,6070.209,694.71
2021-04-11,4128.8,13900.19,3978.84,29768.06,15234.16,3131.88,892.45,5035.34,6070.209,694.71
2021-04-12,4127.99,13850,3961.9,29538.73,15215,3135.59,892.97,4947.75,5948.569,693.58
2021-04-13,4141.59,13996.1,3966.99,29751.61,15234.36,3169.08,892.19,4939.64,5927.435,695.97
2021-04-14,4124.66,13857.84,3976.28,29620.99,15209.15,3182.38,896.82,4980.63,6050.276,695.84
2021-04-15,4170.42,14038.76,3993.43,29642.69,15255.33,3194.33,901.54,4948.97,6079.501,702.02
2021-04-16,4185.47,14052.34,4032.99,29683.37,15459.75,3198.62,904.34,4966.18,6086.258,704.94
2021-04-17,4185.47,14052.34,4032.99,29683.37,15459.75,3198.62,904.34,4966.18,6086.258,704.94
2021-04-18,4185.47,14052.34,4032.99,29683.37,15459.75,3198.62,904.34,4966.18,6086.258,704.94
2021-04-19,4163.26,13914.77,4019.91,29685.37,15368.39,3198.84,904.77,5087.02,6052.54,702.99
2021-04-20,4134.94,13786.27,3940.46,29100.38,15129.51,3220.7,901.65,5083.37,6038.322,697.04
2021-04-21,4173.42,13950.22,3976.41,28508.55,15195.97,3171.66,901.28,5098.74,5993.242,699.91
2021-04-22,4134.98,13818.41,4014.8,29188.17,15320.52,3177.52,903.16,5089.24,5994.184,698.32
2021-04-23,4180.17,14016.81,4013.34,29020.63,15279.62,3186.1,902.68,5135.45,6016.864,703.72
2021-04-24,4180.17,14016.81,4013.34,29020.63,15279.62,3186.1,902.68,5135.45,6016.864,703.72
2021-04-25,4180.17,14016.81,4013.34,29020.63,15279.62,3186.1,902.68,5135.45,6016.864,703.72
2021-04-26,4187.62,14138.78,4020.83,29126.23,15296.34,3217.53,901.78,5077.24,5964.821,706.32
2021-04-27,4186.72,14090.22,4011.91,28991.89,15249.27,3215.42,900.85,5090.52,5959.621,705.54
2021-04-28,4183.18,14051.03,4015.03,29053.97,15292.18,3181.47,898.95,5119.24,5974.479,705.72
2021-04-29,4211.47,14082.55,3996.9,29053.97,15154.2,3174.07,900.18,5164.17,6012.961,708.07
2021-04-30,4181.17,13962.68,3974.74,28812.63,15135.91,3147.86,902.41,5123.49,5995.616,701.83
2021-05-01,4181.17,13962.68,3974.74,28812.63,15135.91,3147.86,902.41,5123.49,5995.616,701.83
2021-05-02,4181.17,13962.68,3974.74,28812.63,15135.91,3147.86,902.41,5123.49,5995.616,701.83
2021-05-03,4192.66,13895.12,4000.25,28812.63,15236.47,3127.2,901.64,5123.49,5952.597,703.31
2021-05-04,4164.66,13633.5,3924.8,28812.63,14856.48,3147.37,903.03,5123.49,5963.82,697.6
2021-05-05,4167.59,13582.42,4002.79,28812.63,15170.78,3147.37,903.97,5123.49,5975.911,699.63
2021-05-06,4201.62,13632.84,3999.44,29331.37,15196.74,3178.74,907,5061.12,5970.24,704.14
2021-05-07,4232.6,13752.24,4034.25,29357.82,15399.65,3197.2,910.83,4996.05,5928.309,710.36
2021-05-08,4232.6,13752.24,4034.25,29357.82,15399.65,3197.2,910.83,4996.05,5928.309,710.36
2021-05-09,4232.6,13752.24,4034.25,29357.82,15399.65,3197.2,910.83,4996.05,5928.309,710.36
2021-05-10,4188.43,13401.86,4023.35,29518.34,15400.41,3249.3,912.06,4992.42,5975.787,706.5
2021-05-11,4152.1,13389.43,3946.06,28608.59,15119.75,3209.43,908.75,5023.06,5938.351,698.42
2021-05-12,4063.04,13031.68,3947.43,28147.51,15150.22,3161.66,904.45,5044.55,5938.351,686.77
2021-05-13,4112.5,13124.99,3952.45,27448.01,15199.68,3122.11,903.36,4992.97,5938.351,688.54
2021-05-14,4173.85,13429.98,4017.44,28084.47,15416.64,3153.32,908.32,5110.59,5938.351,699.13
2021-05-15,4173.85,13429.98,4017.44,28084.47,15416.64,3153.32,908.32,5110.59,5938.351,699.13
2021-05-16,4173.85,13429.98,4017.44,28084.47,15416.64,3153.32,908.32,5110.59,5938.351,699.13
2021-05-17,4163.29,13379.05,4006.84,27824.83,15396.62,3134.52,910.83,5184.98,5833.86,698.47
2021-05-18,4127.83,13303.64,4005.34,28406.84,15386.58,3173.05,911.84,5187.6,5834.394,698.77
2021-05-19,4115.68,13299.74,3936.74,28044.45,15113.56,3173.05,908.5,5172.27,5760.584,694.7
2021-05-20,4159.12,13535.74,3999.91,28098.25,15370.26,3162.28,910.05,5186.41,5797.597,701.33
2021-05-21,4155.86,13470.99,4025.78,28317.83,15437.51,3156.42,910.31,5134.15,5773.12,701.57
2021-05-22,4155.86,13470.99,4025.78,28317.83,15437.51,3156.42,910.31,5134.15,5773.12,701.57
2021-05-23,4155.86,13470.99,4025.78,28317.83,15437.51,3156.42,910.31,5134.15,5773.12,701.57
2021-05-24,4197.05,13661.17,4035.58,28364.61,15437.51,3144.3,911.29,5155.59,5763.632,706.2
2021-05-25,4188.13,13657.17,4036.04,28553.98,15465.09,3171.32,912.8,5318.48,5815.84,707.26
2021-05-26,4195.99,13738,4031.67,28642.19,15450.72,3168.43,914.86,5320.59,5815.84,708.52
2021-05-27,4200.88,13736.28,4039.21,28549.01,15406.73,3165.51,915.04,5338.23,5841.828,708.92
2021-05-28,4204.11,13748.74,4070.56,29149.41,15519.98,3188.73,915.76,5321.09,5848.616,711.15
2021-05-29,4204.11,13748.74,4070.56,29149.41,15519.98,3188.73,915.76,5321.09,5848.616,711.15
2021-05-30,4204.11,13748.74,4070.56,29149.41,15519.98,3188.73,915.76,5321.09,5848.616,711.15
2021-05-31,4204.11,13748.74,4039.46,28860.08,15421.13,3203.92,915.76,5331.57,5947.463,711.45
2021-06-01,4202.04,13736.48,4071.75,28814.34,15567.36,3221.87,916.6,5341.68,5947.463,713.76
2021-06-02,4208.12,13756.33,4088.5,28946.14,15602.71,3224.23,918.4,5289.97,6031.578,714.42
2021-06-03,4192.85,13614.51,4079.24,29058.11,15632.67,3247.43,916.3,5255.29,6091.513,711.36
2021-06-04,4229.89,13814.49,4089.38,28941.52,15692.9,3240.08,917.56,5282.28,6065.166,716.31
2021-06-05,4229.89,13814.49,4089.38,28941.52,15692.9,3240.08,917.56,5282.28,6065.166,716.31
2021-06-06,4229.89,13814.49,4089.38,28941.52,15692.9,3240.08,917.56,5282.28,6065.166,716.31
2021-06-07,4226.52,13881.72,4097.65,29019.24,15677.15,3252.12,918.07,5277.63,6069.935,717
2021-06-08,4227.26,13924.91,4096.01,28963.56,15640.6,3247.83,921.66,5232.12,5999.369,716.96
2021-06-09,4219.55,13911.75,4096.85,28860.8,15581.14,3216.18,926.64,5236.45,6047.475,715.57
2021-06-10,4239.18,14020.33,4096.07,28958.56,15571.22,3224.64,928.12,5271.47,6107.538,718.23
2021-06-11,4247.44,14069.42,4126.7,28948.73,15693.27,3249.32,931.27,5224.7,6095.497,719.52
2021-06-12,4247.44,14069.42,4126.7,28948.73,15693.27,3249.32,931.27,5224.7,6095.497,719.52
2021-06-13,4247.44,14069.42,4126.7,28948.73,15693.27,3249.32,931.27,5224.7,6095.497,719.52
2021-06-14,4255.15,14174.14,4132.67,29161.8,15673.64,3252.13,928.33,5224.7,6080.384,721.1
2021-06-15,4246.59,14072.86,4143.52,29441.3,15729.52,3258.63,925.82,5166.56,6089.038,720.23
2021-06-16,4223.7,14039.68,4151.76,29291.01,15710.57,3278.68,925.34,5080.49,6078.568,717.84
2021-06-17,4221.86,14161.35,4158.14,29018.33,15727.67,3264.96,925.03,5101.89,6068.447,714.87
2021-06-18,4166.45,14030.38,4083.37,28964.08,15448.04,3267.93,927.56,5102.47,6007.12,705.97
2021-06-19,4166.45,14030.38,4083.37,28964.08,15448.04,3267.93,927.56,5102.47,6007.12,705.97
2021-06-20,4166.45,14030.38,4083.37,28964.08,15448.04,3267.93,927.56,5102.47,6007.12,705.97
2021-06-21,4224.79,14141.48,4112.33,28010.93,15603.24,3240.79,926.41,5090.39,5996.253,711.04
2021-06-22,4246.44,14253.27,4123.13,28884.13,15636.33,3263.88,924.45,5122.16,6087.842,714.74
2021-06-23,4241.84,14271.73,4075.94,28874.89,15456.39,3276.19,924.89,5147.39,6034.543,715.02
2021-06-24,4266.49,14369.71,4122.43,28875.23,15589.23,3286.1,924.39,5155.97,6012.056,718.68
2021-06-25,4280.7,14360.39,4120.66,29066.18,15607.97,3302.84,923.65,5239.97,6022.399,721.91
2021-06-26,4280.7,14360.39,4120.66,29066.18,15607.97,3302.84,923.65,5239.97,6022.399,721.91
2021-06-27,4280.7,14360.39,4120.66,29066.18,15607.97,3302.84,923.65,5239.97,6022.399,721.91
2021-06-28,4290.61,14500.51,4089.91,29048.02,15554.18,3301.89,924.22,5251.76,5939.471,722.05
2021-06-29,4291.8,14528.33,4107.51,28812.61,15690.59,3286.68,924.01,5190.54,5949.05,721.64
2021-06-30,4297.5,14503.95,4064.3,28791.53,15531.04,3296.68,924.41,5224.04,5985.489,719.97
2021-07-01,4319.94,14522.38,4078.89,28707.04,15603.81,3282.06,923.64,5229.66,6005.958,721.82
2021-07-02,4352.34,14639.33,4084.31,28783.28,15650.09,3281.78,924.04,5081.12,6023.008,724.66
2021-07-03,4352.34,14639.33,4084.31,28783.28,15650.09,3281.78,924.04,5081.12,6023.008,724.66
2021-07-04,4352.34,14639.33,4084.31,28783.28,15650.09,3281.78,924.04,5081.12,6023.008,724.66
2021-07-05,4352.34,14639.33,4087.37,28598.19,15661.97,3293.21,924.04,5085.79,6005.609,725.38
2021-07-06,4343.54,14663.64,4052.67,28643.21,15511.38,3305.21,924.77,5083.1,6047.111,723.35
2021-07-07,4358.13,14665.06,4078.53,28366.95,15692.71,3285.34,927.64,5140.49,6044.037,724.41
